id,item,response,source,prediction,modelname,effectiveness_prediction,text
5d558ebe886e3f0020e90fce,reduce traffic congestion in mega cities,increase bike lanes,human,0.39,AIDE,0.66,An original solution to reduce traffic congestion in mega cities is increase bike lanes
5d66f49c531d6e0001e99e8a,assist people with memory impairments remember important tasks,use an ai agent to prompt people to remember their daily tasks,human,0.61,AIDE,0.55,An original solution to assist people with memory impairments remember important tasks is use an ai agent to prompt people to remember their daily tasks
5d66f49c531d6e0001e99e8a,help people with mobility impairments navigate stairs,fund treatment where possible to help people with their impairments and help use the stairs,human,0.51,AIDE,0.52,An original solution to help people with mobility impairments navigate stairs is fund treatment where possible to help people with their impairments and help use the stairs
5d66f49c531d6e0001e99e8a,improve access to clean water in remote areas,encourage citizens to continue keeping water clean so the access to water continues,human,0.41,AIDE,0.57,An original solution to improve access to clean water in remote areas is encourage citizens to continue keeping water clean so the access to water continues
5d66f49c531d6e0001e99e8a,increase the use of renewable energy sources,give incentives to encourage people to switch to renewable energy,human,0.34,AIDE,0.8,An original solution to increase the use of renewable energy sources is give incentives to encourage people to switch to renewable energy
5d66f49c531d6e0001e99e8a,reduce traffic congestion in mega cities,let certain people drive at certain times to create a more efficient system where less people drive at the same time,human,0.61,AIDE,0.59,An original solution to reduce traffic congestion in mega cities is let certain people drive at certain times to create a more efficient system where less people drive at the same time
5d89106d1719af0001ee23e5,assist people with memory impairments remember important tasks,healthy diet,human,0.37,AIDE,0.34,An original solution to assist people with memory impairments remember important tasks is healthy diet
5d89106d1719af0001ee23e5,help people with mobility impairments navigate stairs,elevator next to stairs,human,0.38,AIDE,0.65,An original solution to help people with mobility impairments navigate stairs is elevator next to stairs
5d89106d1719af0001ee23e5,improve access to clean water in remote areas,create a rain trap and trap some water that way,human,0.41,AIDE,0.47,An original solution to improve access to clean water in remote areas is create a rain trap and trap some water that way
5d89106d1719af0001ee23e5,increase the use of renewable energy sources,it can't cost people more money out of their pockets,human,0.3,AIDE,0.42,An original solution to increase the use of renewable energy sources is it can't cost people more money out of their pockets
5d89106d1719af0001ee23e5,reduce traffic congestion in mega cities,direct walking pedestrians around or over or under streets so there is no waiting for pedestrians crossing the street.,human,0.55,AIDE,0.59,An original solution to reduce traffic congestion in mega cities is direct walking pedestrians around or over or under streets so there is no waiting for pedestrians crossing the street.
5dd7f591ad0a617838322129,assist people with memory impairments remember important tasks,timed repetition flashcard tool/app for memory practise,human,0.45,AIDE,0.56,An original solution to assist people with memory impairments remember important tasks is timed repetition flashcard tool/app for memory practise
5dd7f591ad0a617838322129,help people with mobility impairments navigate stairs,accessibility grants for private businesses to help cater to mobility impaired customers,human,0.59,AIDE,0.7,An original solution to help people with mobility impairments navigate stairs is accessibility grants for private businesses to help cater to mobility impaired customers
5dd7f591ad0a617838322129,improve access to clean water in remote areas,education campaigns teaching about the health issues related to unclean water,human,0.42,AIDE,0.71,An original solution to improve access to clean water in remote areas is education campaigns teaching about the health issues related to unclean water
5dd7f591ad0a617838322129,increase the use of renewable energy sources,tax breaks for solar/heat pump/etc. installation,human,0.47,AIDE,0.66,An original solution to increase the use of renewable energy sources is tax breaks for solar/heat pump/etc. installation
5dd7f591ad0a617838322129,reduce traffic congestion in mega cities,link up the traffic lights to allow for continuous movement on green along busiest routes,human,0.45,AIDE,0.57,An original solution to reduce traffic congestion in mega cities is link up the traffic lights to allow for continuous movement on green along busiest routes
