_state,id,researcher_id,experiment_id,participant_id,trial_num,item_id,item,response,timelimit,word_count,task_type,time_per_trial,left_page,created_at,item_unified,response_unified,google_creativity,anthropic_creativity,xai_creativity,kimi_creativity,mistral_creativity,prediction,modelname,prompt,task,text
<django.db.models.base.ModelState object at 0x7f23c3deed70>,54574,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,136,sctt-rq-1,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,does emotional feedback help the robot's learning or memory,Submitted,10,Scientific Creative Thinking Task,120,0,2026-01-07 02:21:15.810092+00:00,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,Does emotional feedback help the robot's learning or memory,25.0,28.0,25.0,nan,nan,0.77,SCTT-AI,a robot that can learn and think like humans,research question,a creative research question for a robot that can learn and think like humans is does emotional feedback help the robot's learning or memory
<django.db.models.base.ModelState object at 0x7f23c3deee00>,54575,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,137,sctt-rq-1,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,can sleepesque downtime help its learning efficiency,Submitted,7,Scientific Creative Thinking Task,120,0,2026-01-07 02:21:15.814056+00:00,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,Can sleepesque downtime help its learning efficiency,40.0,38.0,25.0,nan,nan,0.71,SCTT-AI,a robot that can learn and think like humans,research question,a creative research question for a robot that can learn and think like humans is can sleepesque downtime help its learning efficiency
<django.db.models.base.ModelState object at 0x7f23c3deee90>,54576,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,138,sctt-rq-1,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,can the robot learn languages just through hearing it/from exposure,Submitted,11,Scientific Creative Thinking Task,120,0,2026-01-07 02:21:15.817935+00:00,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,Can the robot learn languages just through hearing it/from exposure,20.0,28.0,25.0,nan,nan,0.71,SCTT-AI,a robot that can learn and think like humans,research question,a creative research question for a robot that can learn and think like humans is can the robot learn languages just through hearing it/from exposure
<django.db.models.base.ModelState object at 0x7f23c3deef20>,54577,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,139,sctt-rq-1,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,can the robot feel emotions?,Submitted,5,Scientific Creative Thinking Task,120,0,2026-01-07 02:21:15.823016+00:00,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,Can the robot feel emotions?,20.0,28.0,10.0,nan,nan,0.52,SCTT-AI,a robot that can learn and think like humans,research question,a creative research question for a robot that can learn and think like humans is can the robot feel emotions?
<django.db.models.base.ModelState object at 0x7f23c3def040>,54579,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,141,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,what kind of atmosphere does this planet have,Submitted,8,Scientific Creative Thinking Task,120,0,2026-01-07 02:23:19.003418+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,What kind of atmosphere does this planet have,10.0,15.0,10.0,nan,nan,0.51,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is what kind of atmosphere does this planet have
<django.db.models.base.ModelState object at 0x7f23c3def0d0>,54580,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,142,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,what kind of flora and fauna does this planet have,Submitted,10,Scientific Creative Thinking Task,120,0,2026-01-07 02:23:19.009457+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,What kind of flora and fauna does this planet have,10.0,15.0,10.0,nan,nan,0.42,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is what kind of flora and fauna does this planet have
<django.db.models.base.ModelState object at 0x7f23c3def160>,54581,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,143,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,are there beings on this planet,Submitted,6,Scientific Creative Thinking Task,120,0,2026-01-07 02:23:19.013903+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Are there beings on this planet,15.0,15.0,10.0,nan,nan,0.37,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is are there beings on this planet
<django.db.models.base.ModelState object at 0x7f23c3def1f0>,54582,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,144,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,"are there beings on this planet with some level of intelligence, and what kinds of advancements have they made",Submitted,19,Scientific Creative Thinking Task,120,0,2026-01-07 02:23:19.019228+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,"Are there beings on this planet with some level of intelligence, and what kinds of advancements have they made",15.0,18.0,10.0,nan,nan,0.76,SCTT-AI,a new planet outside of our galaxy,research question,"a creative research question for a new planet outside of our galaxy is are there beings on this planet with some level of intelligence, and what kinds of advancements have they made"
<django.db.models.base.ModelState object at 0x7f23c3def280>,54583,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,145,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,"what is the society like on this planet, what laws and customs do the people or entities fall into",Submitted,19,Scientific Creative Thinking Task,120,0,2026-01-07 02:23:19.023157+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,"What is the society like on this planet, what laws and customs do the people or entities fall into",20.0,15.0,10.0,nan,nan,0.68,SCTT-AI,a new planet outside of our galaxy,research question,"a creative research question for a new planet outside of our galaxy is what is the society like on this planet, what laws and customs do the people or entities fall into"
<django.db.models.base.ModelState object at 0x7f23c3def310>,54584,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,146,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,has this planet interacted with my planet in the past? ,Submitted,10,Scientific Creative Thinking Task,120,0,2026-01-07 02:23:19.027332+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Has this planet interacted with my planet in the past?,25.0,15.0,10.0,nan,nan,0.53,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is has this planet interacted with my planet in the past? 
<django.db.models.base.ModelState object at 0x7f23c3def3a0>,54585,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,147,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,what materials does this planet have,Submitted,6,Scientific Creative Thinking Task,120,0,2026-01-07 02:23:19.030835+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,What materials does this planet have,10.0,15.0,10.0,nan,nan,0.49,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is what materials does this planet have
<django.db.models.base.ModelState object at 0x7f23c3def4c0>,54587,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,149,sctt-hg-3,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,maybe one of the lakes has more warm blooded creatures?,Submitted,10,Scientific Creative Thinking Task,120,0,2026-01-07 02:25:26.443496+00:00,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,Maybe one of the lakes has more warm blooded creatures?,35.0,15.0,10.0,nan,nan,0.51,SCTT-AI,why water is warmer in one lake than another,hypothesis,a creative hypothesis for why water is warmer in one lake than another is maybe one of the lakes has more warm blooded creatures?
<django.db.models.base.ModelState object at 0x7f23c3def550>,54588,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,150,sctt-hg-3,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,maybe one of the lakes has more dark colored rocks which absorb more sunlight ,Submitted,14,Scientific Creative Thinking Task,120,0,2026-01-07 02:25:26.449534+00:00,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,maybe one of the lakes has more dark colored rocks which absorb more sunlight,20.0,28.0,35.0,nan,nan,0.71,SCTT-AI,why water is warmer in one lake than another,hypothesis,a creative hypothesis for why water is warmer in one lake than another is maybe one of the lakes has more dark colored rocks which absorb more sunlight 
