_state,id,researcher_id,experiment_id,participant_id,trial_num,item_id,item,response,timelimit,word_count,task_type,time_per_trial,left_page,created_at,item_unified,response_unified,google_creativity,anthropic_creativity,xai_creativity,kimi_creativity,mistral_creativity,prediction,modelname,text
<django.db.models.base.ModelState object at 0x7f23c3dfd060>,54409,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,9,aut-13,SOCK,as a glove,Submitted,3,Alternate Uses Task,120,0,2026-01-07 01:35:23.402665+00:00,SOCK,as a glove,20.0,28.0,45.0,nan,nan,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: as a glove"
<django.db.models.base.ModelState object at 0x7f23c3dfd0f0>,54410,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,10,aut-13,SOCK,putting over a lightbulb to make the room coloured or a little dimmer,Submitted,13,Alternate Uses Task,120,0,2026-01-07 01:35:23.404703+00:00,SOCK,putting over a lightbulb to make the room coloured or a little dimmer,25.0,28.0,35.0,nan,nan,0.57,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: putting over a lightbulb to make the room coloured or a little dimmer"
<django.db.models.base.ModelState object at 0x7f23c3dfd180>,54411,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,11,aut-13,SOCK,keeping your pet hamster warm,Submitted,5,Alternate Uses Task,120,0,2026-01-07 01:35:23.407141+00:00,SOCK,keeping your pet hamster warm,35.0,28.0,32.0,nan,nan,0.51,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: keeping your pet hamster warm"
<django.db.models.base.ModelState object at 0x7f23c3dfd210>,54412,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,12,aut-13,SOCK,putting around your mug to keep coffee warmer longer,Submitted,9,Alternate Uses Task,120,0,2026-01-07 01:35:23.409801+00:00,SOCK,putting around your mug to keep coffee warmer longer,30.0,28.0,25.0,nan,nan,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: putting around your mug to keep coffee warmer longer"
<django.db.models.base.ModelState object at 0x7f23c3dfd330>,54414,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,14,aut-2,BRICK,it's a paperweight,Submitted,4,Alternate Uses Task,120,0,2026-01-07 01:37:28.428183+00:00,BRICK,It's a paperweight,15.0,15.0,35.0,nan,nan,0.42,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: it's a paperweight"
<django.db.models.base.ModelState object at 0x7f23c3dfd3c0>,54415,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,15,aut-2,BRICK,a doorstop,Submitted,2,Alternate Uses Task,120,0,2026-01-07 01:37:28.433440+00:00,BRICK,a doorstop,10.0,15.0,35.0,nan,nan,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: a doorstop"
<django.db.models.base.ModelState object at 0x7f23c3dfd450>,54416,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,16,aut-2,BRICK,"building a pile of them, to help reach a cupboard",Submitted,10,Alternate Uses Task,120,0,2026-01-07 01:37:28.438042+00:00,BRICK,"building a pile of them, to help reach a cupboard",20.0,15.0,20.0,nan,nan,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: building a pile of them, to help reach a cupboard"
<django.db.models.base.ModelState object at 0x7f23c3dfd4e0>,54417,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,17,aut-2,BRICK,"to throw at the window, to open it quickly",Submitted,9,Alternate Uses Task,120,0,2026-01-07 01:37:28.442777+00:00,BRICK,"to throw at the window, to open it quickly",25.0,15.0,35.0,nan,nan,0.52,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: to throw at the window, to open it quickly"
<django.db.models.base.ModelState object at 0x7f23c3dfd570>,54418,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,18,aut-2,BRICK,to put on the scales to make it look like you have gained weight,Submitted,14,Alternate Uses Task,120,0,2026-01-07 01:37:28.446758+00:00,BRICK,to put on the scales to make it look like you have gained weight,30.0,28.0,40.0,nan,nan,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: to put on the scales to make it look like you have gained weight"
<django.db.models.base.ModelState object at 0x7f23c3dfd600>,54419,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,19,aut-2,BRICK,for filing your nails,Submitted,4,Alternate Uses Task,120,0,2026-01-07 01:37:28.450779+00:00,BRICK,for filing your nails,25.0,28.0,45.0,nan,nan,0.46,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: for filing your nails"
<django.db.models.base.ModelState object at 0x7f23c3dfd690>,54420,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,20,aut-2,BRICK,decorations on a christmas tree,Submitted,5,Alternate Uses Task,120,0,2026-01-07 01:37:28.454686+00:00,BRICK,decorations on a christmas tree,35.0,18.0,35.0,nan,nan,0.53,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: decorations on a christmas tree"
<django.db.models.base.ModelState object at 0x7f23c3dfd7b0>,54422,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,22,aut-10,PENCIL,"putting lots in a row, to push something heavy",Submitted,9,Alternate Uses Task,120,0,2026-01-07 01:39:32.599323+00:00,PENCIL,"putting lots in a row, to push something heavy",30.0,28.0,20.0,nan,nan,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: putting lots in a row, to push something heavy"
<django.db.models.base.ModelState object at 0x7f23c3dfd840>,54423,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,23,aut-10,PENCIL,picking your nose,Submitted,3,Alternate Uses Task,120,0,2026-01-07 01:39:32.606399+00:00,PENCIL,picking your nose,15.0,28.0,35.0,nan,nan,0.46,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: picking your nose"
<django.db.models.base.ModelState object at 0x7f23c3dfd8d0>,54424,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,24,aut-10,PENCIL,as a dart,Submitted,3,Alternate Uses Task,120,0,2026-01-07 01:39:32.610545+00:00,PENCIL,as a dart,20.0,28.0,35.0,nan,nan,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: as a dart"
<django.db.models.base.ModelState object at 0x7f23c3dfd960>,54425,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,25,aut-10,PENCIL,a stylus for an ipad,Submitted,5,Alternate Uses Task,120,0,2026-01-07 01:39:32.615028+00:00,PENCIL,a stylus for an ipad,15.0,15.0,20.0,nan,nan,0.6,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: a stylus for an ipad"
<django.db.models.base.ModelState object at 0x7f23c3dfd9f0>,54426,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,26,aut-10,PENCIL,pressing keys on a keyboard to prevent getting germs,Submitted,9,Alternate Uses Task,120,0,2026-01-07 01:39:32.618539+00:00,PENCIL,pressing keys on a keyboard to prevent getting germs,25.0,28.0,10.0,nan,nan,0.67,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: pressing keys on a keyboard to prevent getting germs"
<django.db.models.base.ModelState object at 0x7f23c3dfda80>,54427,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,27,aut-10,PENCIL,chopsticks,Submitted,1,Alternate Uses Task,120,0,2026-01-07 01:39:32.620748+00:00,PENCIL,chopsticks,25.0,28.0,25.0,nan,nan,0.58,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: chopsticks"
<django.db.models.base.ModelState object at 0x7f23c3dfdb10>,54428,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,28,aut-10,PENCIL,tesin,Time Limit Hit,1,Alternate Uses Task,120,0,2026-01-07 01:39:32.622731+00:00,PENCIL,tesin,10.0,10.0,42.0,nan,nan,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: tesin"
<django.db.models.base.ModelState object at 0x7f23c3dfdba0>,54429,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,29,aut-4,BUCKET,"two, one on each foot as shoes",Submitted,7,Alternate Uses Task,120,0,2026-01-07 01:41:39.893486+00:00,BUCKET,"Two, one on each foot as shoes",30.0,28.0,45.0,nan,nan,0.62,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: two, one on each foot as shoes"
<django.db.models.base.ModelState object at 0x7f23c3dfdc30>,54430,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,30,aut-4,BUCKET,a hat,Submitted,2,Alternate Uses Task,120,0,2026-01-07 01:41:39.898468+00:00,BUCKET,a hat,20.0,12.0,35.0,nan,nan,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: a hat"
<django.db.models.base.ModelState object at 0x7f23c3dfdcc0>,54431,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,31,aut-4,BUCKET,a boat for your cat,Submitted,5,Alternate Uses Task,120,0,2026-01-07 01:41:39.902735+00:00,BUCKET,a boat for your cat,38.0,28.0,45.0,nan,nan,0.58,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: a boat for your cat"
<django.db.models.base.ModelState object at 0x7f23c3dfdd50>,54432,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,32,aut-4,BUCKET,storing pencil sharpners,Submitted,3,Alternate Uses Task,120,0,2026-01-07 01:41:39.906693+00:00,BUCKET,storing pencil sharpners,15.0,15.0,25.0,nan,nan,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: storing pencil sharpners"
<django.db.models.base.ModelState object at 0x7f23c3dfdde0>,54433,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,33,aut-4,BUCKET,a bag to carry shopping home,Submitted,6,Alternate Uses Task,120,0,2026-01-07 01:41:39.910601+00:00,BUCKET,a bag to carry shopping home,15.0,12.0,10.0,nan,nan,0.4,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: a bag to carry shopping home"
<django.db.models.base.ModelState object at 0x7f23c3dfde70>,54434,rebeaty,7H4H7DwVobsViprPNEB4jm,5a44d679f7b7bc00014e020e,34,aut-4,BUCKET,as a really large glass for a drink,Submitted,8,Alternate Uses Task,120,0,2026-01-07 01:41:39.914938+00:00,BUCKET,as a really large glass for a drink,20.0,15.0,35.0,nan,nan,0.57,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: as a really large glass for a drink"
<django.db.models.base.ModelState object at 0x7f23c3dfef50>,54464,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,26,aut-8,KNIFE,butter,Submitted,1,Alternate Uses Task,120,0,2026-01-07 01:57:34.343903+00:00,KNIFE,butter,10.0,15.0,45.0,nan,nan,0.58,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: butter"
<django.db.models.base.ModelState object at 0x7f23c3dfefe0>,54465,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,27,aut-8,KNIFE,death,Submitted,1,Alternate Uses Task,120,0,2026-01-07 01:57:34.348334+00:00,KNIFE,death,15.0,12.0,10.0,nan,nan,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: death"
<django.db.models.base.ModelState object at 0x7f23c3dff070>,54466,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,28,aut-8,KNIFE,scoring,Submitted,1,Alternate Uses Task,120,0,2026-01-07 01:57:34.352492+00:00,KNIFE,scoring,25.0,15.0,10.0,nan,nan,0.43,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: scoring"
<django.db.models.base.ModelState object at 0x7f23c3dff100>,54467,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,29,aut-8,KNIFE,flaking,Submitted,1,Alternate Uses Task,120,0,2026-01-07 01:57:34.356621+00:00,KNIFE,flaking,32.0,28.0,10.0,nan,nan,0.45,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: flaking"
<django.db.models.base.ModelState object at 0x7f23c3dff190>,54468,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,30,aut-8,KNIFE,etch,Submitted,1,Alternate Uses Task,120,0,2026-01-07 01:57:34.360975+00:00,KNIFE,etch,35.0,28.0,35.0,nan,nan,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: etch"
<django.db.models.base.ModelState object at 0x7f23c3dff220>,54469,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,31,aut-8,KNIFE,whittling wood,Submitted,2,Alternate Uses Task,120,0,2026-01-07 01:57:34.365490+00:00,KNIFE,whittling wood,15.0,18.0,25.0,nan,nan,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: whittling wood"
<django.db.models.base.ModelState object at 0x7f23c3dff2b0>,54470,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,32,aut-8,KNIFE,peeling wood ,Submitted,2,Alternate Uses Task,120,0,2026-01-07 01:57:34.369965+00:00,KNIFE,peeling wood,20.0,28.0,35.0,nan,nan,0.45,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: peeling wood "
<django.db.models.base.ModelState object at 0x7f23c3dff340>,54471,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,33,aut-8,KNIFE,splicing a cherry tomato,Submitted,4,Alternate Uses Task,120,0,2026-01-07 01:57:34.374587+00:00,KNIFE,splicing a cherry tomato,10.0,28.0,35.0,nan,nan,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: splicing a cherry tomato"
<django.db.models.base.ModelState object at 0x7f23c3dff3d0>,54472,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,34,aut-8,KNIFE,opening box,Submitted,2,Alternate Uses Task,120,0,2026-01-07 01:57:34.379014+00:00,KNIFE,opening box,15.0,12.0,10.0,nan,nan,0.31,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: opening box"
<django.db.models.base.ModelState object at 0x7f23c3dff4f0>,54474,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,36,aut-2,BRICK,doorstop,Submitted,1,Alternate Uses Task,120,0,2026-01-07 01:59:37.848960+00:00,BRICK,doorstop,10.0,15.0,35.0,nan,nan,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: doorstop"
<django.db.models.base.ModelState object at 0x7f23c3dff580>,54475,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,37,aut-2,BRICK,paper weight ,Submitted,2,Alternate Uses Task,120,0,2026-01-07 01:59:37.856448+00:00,BRICK,paper weight,15.0,15.0,35.0,nan,nan,0.4,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: paper weight "
<django.db.models.base.ModelState object at 0x7f23c3dff610>,54476,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,38,aut-2,BRICK,prop window open ,Submitted,3,Alternate Uses Task,120,0,2026-01-07 01:59:37.860589+00:00,BRICK,prop window open,20.0,28.0,25.0,nan,nan,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: prop window open "
<django.db.models.base.ModelState object at 0x7f23c3dff6a0>,54477,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,39,aut-2,BRICK,plant raiser,Submitted,2,Alternate Uses Task,120,0,2026-01-07 01:59:37.864971+00:00,BRICK,plant raiser,20.0,28.0,35.0,nan,nan,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: plant raiser"
<django.db.models.base.ModelState object at 0x7f23c3dff730>,54478,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,40,aut-2,BRICK,bookend,Submitted,1,Alternate Uses Task,120,0,2026-01-07 01:59:37.869809+00:00,BRICK,bookend,20.0,28.0,35.0,nan,nan,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: bookend"
<django.db.models.base.ModelState object at 0x7f23c3dff7c0>,54479,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,41,aut-2,BRICK,hammer,Submitted,1,Alternate Uses Task,120,0,2026-01-07 01:59:37.874531+00:00,BRICK,hammer,20.0,15.0,10.0,nan,nan,0.52,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: hammer"
<django.db.models.base.ModelState object at 0x7f23c3dff850>,54480,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,42,aut-2,BRICK,break ice,Submitted,2,Alternate Uses Task,120,0,2026-01-07 01:59:37.879290+00:00,BRICK,break ice,20.0,28.0,45.0,nan,nan,0.43,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: break ice"
<django.db.models.base.ModelState object at 0x7f23c3dff8e0>,54481,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,43,aut-2,BRICK,foot rest for tying shoes,Submitted,5,Alternate Uses Task,120,0,2026-01-07 01:59:37.885136+00:00,BRICK,foot rest for tying shoes,30.0,18.0,35.0,nan,nan,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: foot rest for tying shoes"
<django.db.models.base.ModelState object at 0x7f23c3dff970>,54482,rebeaty,7H4H7DwVobsViprPNEB4jm,68879462acd0ae2c5ecf4b88,44,aut-2,BRICK,breaking a window,Submitted,3,Alternate Uses Task,120,0,2026-01-07 01:59:37.889855+00:00,BRICK,breaking a window,10.0,15.0,10.0,nan,nan,0.45,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: breaking a window"
